subject,relation,object,new_topic,old_index
CURRENT ACCOUNT DEFICIT,RISES IN,JANUARY Sweden 's balance,2,6316
CURRENT ACCOUNT DEFICIT RISES,showed deficit after,shortfall in December,2,6317
SWEDISH CURRENT ACCOUNT DEFICIT,RISES IN,JANUARY Sweden 's balance,2,6318
SWEDISH CURRENT ACCOUNT DEFICIT RISES,showed deficit after,shortfall of 100 mln in December,2,6319
CURRENT ACCOUNT DEFICIT RISES,showed deficit after,shortfall of 100 mln,2,6320
ACCOUNT DEFICIT RISES,showed,deficit of 500 mln crowns,2,6321
CURRENT ACCOUNT DEFICIT,RISES IN,JANUARY Sweden 's balance of payments,2,6322
SWEDISH ACCOUNT DEFICIT,RISES IN,JANUARY Sweden 's balance of payments on account,2,6323
CURRENT ACCOUNT DEFICIT,RISES IN,JANUARY Sweden 's balance of payments on current account,2,6324
SWEDISH CURRENT ACCOUNT DEFICIT RISES,showed,deficit,2,6325
ACCOUNT DEFICIT,RISES IN,JANUARY Sweden 's balance of payments on account,2,6326
SWEDISH ACCOUNT DEFICIT RISES,showed,deficit,2,6327
SWEDISH ACCOUNT DEFICIT RISES,showed deficit in,January,2,6328
SWEDISH ACCOUNT DEFICIT RISES,showed deficit after,shortfall of 100 mln in December,2,6329
ACCOUNT DEFICIT RISES,showed,deficit,2,6330
SWEDISH ACCOUNT DEFICIT,RISES IN,JANUARY Sweden 's balance,2,6331
ACCOUNT DEFICIT,RISES IN,JANUARY Sweden 's balance of payments,2,6332
CURRENT ACCOUNT DEFICIT,RISES IN,JANUARY Sweden 's balance of payments on account,2,6333
SWEDISH CURRENT ACCOUNT DEFICIT RISES,showed deficit in,January,2,6334
ACCOUNT DEFICIT RISES,showed deficit after,shortfall,2,6335
SWEDISH CURRENT ACCOUNT DEFICIT RISES,showed deficit after,shortfall of 100 mln,2,6336
ACCOUNT DEFICIT RISES,showed deficit in,January,2,6337
shortfall,is in,December,2,6338
FINNISH ECONOMIC GROWTH,PUT AT,THREE PCT,2,6339
FINNISH ECONOMIC GROWTH,PUT IN,1987 Finland 's national product,2,6340
FINNISH ECONOMIC GROWTH,PUT IN,1987 Finland 's gross product,2,6341
inflation,be,will unchanged,2,6342
FINNISH ECONOMIC GROWTH,PUT IN,1987 Finland 's product,2,6343
inflation,be,will unchanged at about 3,2,6344
ITALIAN CONSUMER PRICES,RISE,0,2,6345
CONSUMER PRICES,RISE,0,2,6346
CONSUMER,is,ITALIAN,2,6347
CONSUMER,RISE,PRICES,2,6348
EUROPE ON SIDELINES,is IN,U,5,6349
CSR 'S BOLD MOVE,SELL,DELHI CSR Ltd CSRA,6,6352
CSR 'S MOVE,SELL,DELHI CSR Ltd CSRA,6,6353
ANALYSTS,APPLAUD,CSR 'S BOLD MOVE,6,6354
ANALYSTS,APPLAUD,CSR 'S MOVE,6,6355
threat,is in,south China province of Guangdong,4,6356
THATCHER,SAYS,TRADE TARGETS,5,6357
THATCHER,SAYS,TRADE TARGETS SET,5,6358
TARGETS,SET,Soviet,5,6359
TARGETS,SET,targets,5,6360
commodity pacts,reflect,reality of markets,7,6361
COMMODITY PACTS,ORIENTED TOWARDS,MARKET Consuming countries,7,6362
commodity pacts,reflect,reality,7,6363
COMMODITY PACTS,ORIENTED TOWARDS,MARKET countries,7,6364
price support operations,is in,1985,7,6365
JAPAN,CUT,MICROCHIP OUTPUT,5,6366
JAPAN,BOOST,IMPORTS,5,6367
MAURITIAN SUGAR EXPORTS FALL,is IN,FEBRUARY Mauritius,4,6369
SUGAR,is,MAURITIAN,4,6370
BIDS,EXTEND,SUGAR CSR Ltd,6,6371
IMPORTS Japan,has,Minister of International Trade,5,6375
IVORY COAST,BOOSTS,MAIZE OUTPUT Ivory Coast maize output,4,6378
South Korea,has,trade surplus with United States,5,6379
South Korea 's trade surplus,is with,United States,5,6380
KOREA,is,SOUTH,5,6381
ECONOMISTS,CUT,GDP GROWTH FORECAST Institute,2,6383
ECONOMISTS,CUT,GDP GROWTH FORECAST Institute for Economic Research,2,6384
ECONOMISTS,CUT,AUSTRIAN GDP GROWTH FORECAST Institute for Economic Research,2,6385
ECONOMISTS,CUT,AUSTRIAN GDP GROWTH FORECAST Institute,2,6386
ECONOMISTS,CUT,WIFO,2,6387
EC,APPROVES,MEDITERRANEAN FINANCIAL PACKAGES EC ministers,5,6389
ministers,have,financial,5,6390
ministers,have,packages,5,6391
ministers,have,several,5,6392
ministers,have,states,5,6393
SOVIET UNION,FEATURES IN,U,4,6394
ADJUSTMENT,faces,major term adjustment,2,6395
medium term adjustment,reduce,debt,2,6396
ADJUSTMENT,faces,major medium term adjustment,2,6397
Organisation,said in,its annual review of Australian economy,2,6398
Organisation,said in,its latest annual review of Australian economy,2,6399
MAJOR ADJUSTMENT,faces,term adjustment,2,6400
Organisation,said in,its review,2,6401
major term adjustment,reduce,debt,2,6402
Organisation,said in,its latest review of economy,2,6403
MAJOR ADJUSTMENT,faces,medium term adjustment,2,6404
Organisation,said in,its annual review,2,6405
term adjustment,reduce,debt,2,6406
Organisation,said in,its annual review of economy,2,6407
ADJUSTMENT,faces,term adjustment,2,6408
Organisation,said in,its review of Australian economy,2,6409
Organisation,said in,its latest annual review,2,6410
debt,improve,its economic performance,2,6411
ADJUSTMENT,faces,medium term adjustment,2,6412
MAJOR ADJUSTMENT,faces,major term adjustment,2,6413
debt,improve,its performance,2,6414
Organisation,said in,its latest annual review of economy,2,6415
MAJOR ADJUSTMENT,faces,major medium term adjustment,2,6416
Organisation,said in,its latest review,2,6417
major medium term adjustment,reduce,debt,2,6418
Organisation,said in,its review of economy,2,6419
Organisation,said in,its latest review of Australian economy,2,6420
OECD,is at,ADJUSTMENT,2,6421
CSCE,RESTRUCTURES,COFFEE FUTURES DAILY LIMITS Coffee Exchange,7,6423
normal daily trading limit,is in,Coffee C,7,6424
proposal,raise,Chicago Board of Trade,7,6425
futures regulators,modify,proposal,7,6426
proposal,raise,CBT,7,6427
saying,would put Kansas exchange at,competitive disadvantage,7,6428
saying,would put Kansas exchange at,serious competitive disadvantage,7,6429
saying,would put,Kansas exchange,7,6430
proposal,raise,speculative position limits,7,6431
proposal,raise,position limits on wheat futures contracts,7,6432
saying,would put Kansas exchange at,serious disadvantage,7,6433
saying,would put Kansas exchange at,disadvantage,7,6434
KANSAS EXCHANGE,HITS,CFTC POSITION LIMIT PLAN,7,6435
federal futures regulators,modify,proposal,7,6436
proposal,raise,position limits,7,6437
proposal,raise,Chicago Board,7,6438
proposal,raise,speculative position limits on wheat futures contracts,7,6439
Exxon Corp,said IN,1986,6,6440
Exxon Corp,said in,its report,6,6441
Exxon Corp,said in,its annual report,6,6442
Corp,said,report,6,6443
Corp,said,annual,6,6444
Corp,said,production,6,6445
Corp,said,oil,6,6446
SOVIET UNION SEEN,is seen as,test case,5,6447
CHINA GATT APPLICATION China 's application,join,General Agreement,5,6448
CHINA GATT APPLICATION China 's application,join,General Agreement on Tariffs,5,6449
UNION SEEN,is,seen,5,6450
SOVIET UNION SEEN,is,seen,5,6451
UNION SEEN,is seen as,test case by Soviet Union,5,6452
CHINA GATT APPLICATION China,has,application,5,6453
UNION SEEN,is seen as,test case,5,6454
SOVIET UNION SEEN,is seen as,test case by Soviet Union,5,6455
UNION,is,SOVIET,5,6456
KANSAS LEGISLATOR,PREDICTS,EEP WHEAT,5,6461
KANSAS LEGISLATOR,PREDICTS EEP WHEAT TO,SOVIETS Rep,5,6462
JAPAN TRADE DISPUTE YEUTTER SAYS STOCK MARKET,OVERREACTED TO,JAPAN TRADE DISPUTE,5,6463
STOCK,OVERREACTED,MARKET,5,6464
plan,sell,"854,000 tonnes",4,6465
BEGHIN SAY SAYS SUGAR,OFFER TO,EC,4,6466
plan,sell,"854,000 tonnes of sugar",4,6467
EC,STANDS,plan,4,6468
EC,STANDS,producers,4,6469
EC,STANDS,French,4,6470
EC,STANDS,tonnes,4,6471
1986,has,15 pct increase in earnings per share to 7,6,6472
EXXON,said,that,6,6473
1986 's 15 pct increase,is in,earnings per share,6,6474
DUE,said,OPERATIONS,6,6475
growing areas,indicate,dimmed prospects for winter wheat crop,4,6477
growing areas,indicate,dimmed prospects,4,6478
growing areas,dimmed prospects for,emerging winter wheat crop,4,6479
areas,indicate,prospects for winter wheat crop,4,6480
areas,dimmed prospects for,emerging winter wheat crop,4,6481
growing areas,indicate,prospects for winter wheat crop,4,6482
areas,indicate,prospects for emerging winter wheat crop,4,6483
Unfavorable late winter weather conditions,is in,main wheat,4,6484
areas,indicate,dimmed prospects for winter wheat crop,4,6485
areas,dimmed prospects for,winter wheat crop,4,6486
growing areas,indicate,prospects for emerging winter wheat crop,4,6487
areas,indicate,dimmed prospects for emerging winter wheat crop,4,6488
growing areas,indicate,dimmed prospects for emerging winter wheat crop,4,6489
areas,indicate,dimmed prospects,4,6490
areas,indicate,prospects,4,6491
growing areas,indicate,prospects,4,6492
growing areas,dimmed prospects for,winter wheat crop,4,6493
NAKASONE,PREPARE FOR,U,5,6494
ENVOY,ADVISES,NAKASONE,5,6495
NAKASONE,PREPARE,U,5,6496
LYNG,is at,COMMENT,5,6497
CHV,said,its Chevron U,6,6498
TUNISIA TENDER,EXPECTED FOR,"100,000 TONNES",4,6499
TONNES,WHEAT,tonnes,4,6500
TONNES,WHEAT,soft,4,6501
TONNES,WHEAT,wheat,4,6502
TREASURY 'S BAKER,SEES,15 20 BILLION DLR U,2,6503
DLR,SEES,U,2,6504
TREASURY 'S BAKER SAYS REAGAN UNLIKELY,ALTER,OPPOSITION,5,6505
OIL IMPORT FEE TREASURY 'S BAKER SAYS REAGAN UNLIKELY,ALTER OPPOSITION TO,OIL IMPORT FEE,5,6506
OIL IMPORT FEE TREASURY 'S BAKER SAYS REAGAN UNLIKELY,ALTER,OPPOSITION,5,6507
OPPOSITION,ALTER,FEE,5,6508
cold weather,is in,East Germany,4,6509
EAST GERMAN GRAIN USDA,Shifts to,very cold weather,4,6510
EAST GERMAN GRAIN USDA,Shifts to,very cold weather in East Germany,4,6511
EAST GERMAN GRAIN USDA,Shifts from,mild,4,6512
WINTER WEATHER,HURTS,damaged winter barley,4,6513
EAST GERMAN GRAIN USDA,Shifts to,weather in East Germany,4,6514
EAST GERMAN GRAIN USDA,Shifts to,cold weather in East Germany,4,6515
WINTER WEATHER,HURTS,winter barley,4,6516
EAST GERMAN GRAIN USDA,Shifts to,weather,4,6517
EAST GERMAN GRAIN USDA,Shifts to,cold weather,4,6518
TRADERS,EXPECT,SHARP DROP,4,6519
TRADERS,EXPECT,DROP,4,6520
TRADERS,EXPECT IN,U,4,6521
TRADERS,EXPECT DROP IN,U,4,6522
TRADERS,EXPECT,SHARP,4,6523
TRADERS,EXPECT,DROP,4,6524
TRADERS,EXPECT,U,4,6525
REAGAN OPPOSING OIL TAX Treasury Secretary James Baker,told,House Appropriations Committee,5,6527
Baker,told,Appropriations,5,6528
Baker,told,opposed,5,6529
Baker,told,president,5,6530
MARKET,is,FRENCH,4,6531
TALK,is,1,4,6532
MARKET,is at,TALK,4,6533
Treasury secretary James Baker,predicted,U,5,6534
TRADE,DEFICIT,secretary,5,6535
TRADE,DEFICIT,U,5,6536
TRADERS,CUT,BAHIA TEMPORAO COCOA CROP ESTIMATE Trade estimates,4,6538
TRADERS,CUT,BAHIA TEMPORAO COCOA CROP ESTIMATE Trade estimates of May September temporao harvest,4,6539
TRADERS,CUT,BAHIA TEMPORAO COCOA CROP ESTIMATE Trade estimates of May September temporao harvest in Brazil 's cocoa,4,6540
TRADERS,CUT,BAHIA TEMPORAO COCOA CROP ESTIMATE Trade estimates of coming May September temporao harvest in Brazil 's cocoa,4,6541
TRADERS,CUT,BAHIA TEMPORAO COCOA CROP ESTIMATE Trade estimates of coming May September temporao harvest,4,6542
TRADERS,CUT,BAHIA TEMPORAO COCOA CROP ESTIMATE Trade estimates of May September temporao harvest in Brazil 's main cocoa,4,6543
TRADERS,CUT,BAHIA TEMPORAO COCOA CROP ESTIMATE Trade estimates of coming May September temporao harvest in Brazil 's main cocoa,4,6544
coming May September temporao harvest,is in,Brazil 's main cocoa,4,6545
TREASURY,'S,BAKER NOT CONCERNED BY BOND DECLINES Treasury Secretary James Baker asked,5,6546
precipitous decline,is in,bond prices,5,6547
he,was,concerned,5,6548
TREASURY,'S,BAKER BOND DECLINES Treasury Secretary James Baker asked,5,6549
TREASURY,'S,BAKER CONCERNED BOND DECLINES Treasury Secretary James Baker,5,6550
TREASURY,'S,BAKER BOND DECLINES Treasury Secretary James Baker,5,6551
he,was concerned about,yesterdays,5,6552
TREASURY,'S,BAKER CONCERNED BOND DECLINES Treasury Secretary James Baker asked,5,6553
TREASURY,'S,BAKER CONCERNED BY BOND DECLINES Treasury Secretary James Baker asked,5,6554
TREASURY,'S,BAKER BY BOND DECLINES Treasury Secretary James Baker asked,5,6555
TREASURY,'S,BAKER CONCERNED BY BOND DECLINES Treasury Secretary James Baker,5,6556
TREASURY,'S,BAKER NOT CONCERNED BOND DECLINES Treasury Secretary James Baker,5,6557
TREASURY,'S,BAKER NOT CONCERNED BOND DECLINES Treasury Secretary James Baker asked,5,6558
TREASURY,'S,BAKER BY BOND DECLINES Treasury Secretary James Baker,5,6559
TREASURY,'S,BAKER NOT CONCERNED BY BOND DECLINES Treasury Secretary James Baker,5,6560
expanded trading limits contracts,provide,uniformity,7,6562
trading limits contracts,provide,uniformity,7,6563
Coffee Exchange,amended regulations ON,TRADING LIMITS,7,6564
CSCE,ALTERS,RULES,7,6565
Coffee Exchange,amended,regulations,7,6566
CSCE,is at,RULES,7,6567
Arkla,carry,gas owned,6,6568
agreement,is with,Arkla Energy Resources,6,6569
Arkla,carry gas by,Southwestern subsidiaries,6,6570
Arkla,carry,gas,6,6571
ENERGY,is,SOUTHWESTERN,6,6572
Co,reached,agreement,6,6573
CONSUMER,is,CHILEAN,2,6574
talks,is with,President Ronald Reagan,5,6575
REAGAN,DISCUSS,TRADE Prime Minister Jacques Chirac,5,6576
CHIRAC,opened,talks,5,6577
REAGAN,DISCUSS,TRADE French Prime Minister Jacques Chirac,5,6578
REAGAN,DISCUSS,ARMS CONTROL,5,6579
CHIRAC,opened,talks with President Ronald Reagan,5,6580
Chirac,opened,talks,5,6581
ANTI-PROTECTIONISM STAND,RENEWS,STAND,5,6583
STAND,RENEWS,HOUSE SAYS TRADE WAR UNLIKELY,5,6584
ANTI-PROTECTIONISM STAND,RENEWS,WHITE HOUSE SAYS TRADE WAR UNLIKELY,5,6585
ANTI-PROTECTIONISM STAND,RENEWS,HOUSE SAYS TRADE WAR UNLIKELY,5,6586
STAND,RENEWS,WHITE HOUSE SAYS TRADE WAR UNLIKELY,5,6587
STAND,RENEWS,ANTI-PROTECTIONISM STAND,5,6588
STAND,RENEWS,TRADE,5,6589
STAND,RENEWS,WHITE,5,6590
TRADE WAR FEARS MAY PROMPT STOCK MARKETS ' DOWNTURN,is,kind,2,6591
economists say,could send,world stock markets,2,6592
TRADE WAR FEARS MAY PROMPT STOCK MARKETS ' DOWNTURN,is,just kind,2,6593
TRADE WAR FEARS MAY PROMPT STOCK MARKETS ' DOWNTURN,is kind of,shock,2,6594
TRADE WAR FEARS MAY PROMPT STOCK MARKETS ' DOWNTURN,is just kind of,shock,2,6595
economists say,could send world stock markets into,tailspin,2,6596
WAR,is,0,2,6597
JAPAN,BUYS,"5,000 TONNES CANADIAN RAPESEED Japan",4,6599
trade sources,said at,price,4,6600
JAPAN,BUYS,"5,000 TONNES RAPESEED Japan",4,6601
trade sources,said at,undisclosed price,4,6602
trade sources,said for,April shipment,4,6603
double crop rice areas,is in,week ended March 28,4,6604
double crop rice areas,is in,eastern Guangxi,4,6605
outcome,remains,difficult,5,6606
EC MINISTER,SEES,OILS TAX,5,6607
outcome,remains,to predict,5,6608
outcome,remains IN,NEGOTIATION,5,6609
agriculture minister Paul de Keersmaeker,told,news conference,5,6610
EC MINISTER,SEES STILL,OILS TAX,5,6611
Belgian agriculture minister Paul de Keersmaeker,told,news conference,5,6612
WHITE HOUSE DISCOUNTS,has reaffirmed,his opposition to protectionism,5,6613
WHITE HOUSE DISCOUNTS,has reaffirmed,his opposition,5,6614
HOUSE DISCOUNTS,has reaffirmed,his opposition to protectionism,5,6615
HOUSE DISCOUNTS,has reaffirmed,his opposition,5,6616
HOUSE,is,WHITE,5,6617
WHITE HOUSE,WELCOMES,RISE,2,6618
HOUSE,WELCOMES,RISE,2,6619
White House,welcomed 's at_time,last month 0,2,6620
White House,welcomed 's at_time,month 0,2,6621
HOUSE,is,WHITE,2,6622
HOUSE,is at,RISE,2,6623
House,welcomed,last,2,6624
House,welcomed,month,2,6625
U,is,SENIOR,5,6628
Venezuela,has,national oil company,6,6629
announced 50 50 partnership,is with,Petroleos de Venezuela SA,6,6630
Corp,has,it,6,6631
Corp,has,partnership,6,6632
Corp,has,national,6,6633
Corp,has,oil,6,6634
U,is,BROADER,5,6635
its reserves,increased by,"443,000 barrels",6,6644
its reserves,increased by,"443,000 net barrels",6,6645
DIN REPORTS INCREASE,said as,January one,6,6646
its estimated reserves,increased to,32,6,6647
its estimated proven reserves,increased to,32,6,6648
its reserves,increased by,"443,000 equivalent barrels",6,6649
its estimated proven reserves,increased by,"443,000 net barrels",6,6650
its reserves,increased by,"443,000 net equivalent barrels",6,6651
its proven reserves,increased by,"443,000 net barrels",6,6652
its proven reserves,increased to,32,6,6653
its proven reserves,increased by,"443,000 barrels",6,6654
its estimated proven reserves,increased by,"443,000 equivalent barrels",6,6655
its estimated reserves,increased by,"443,000 net barrels",6,6656
its estimated reserves,increased by,"443,000 barrels",6,6657
DIN REPORTS INCREASE,is IN,RESERVES Devon Resource Investors,6,6658
DEVON,said as,January one,6,6659
its reserves,increased to,32,6,6660
its estimated proven reserves,increased by,"443,000 barrels",6,6661
its estimated reserves,increased by,"443,000 equivalent barrels",6,6662
its estimated reserves,increased by,"443,000 net equivalent barrels",6,6663
its proven reserves,increased by,"443,000 net equivalent barrels",6,6664
its estimated proven reserves,increased by,"443,000 net equivalent barrels",6,6665
its proven reserves,increased by,"443,000 equivalent barrels",6,6666
USDA AGAIN,EXTENDS,FARM OPERATING PLAN DEADLINE,4,6669
FARM,EXTENDS,OPERATING,4,6670
USDA,ACCEPTS,BID,4,6671
USDA,is at,BID,4,6672
CCC CREDITS,SWITCHED TO,WHEAT,4,6673
USDA Commodity Credit Corporation,cover,purchases,4,6674
USDA Commodity Credit Corporation,has switched,10 mln dlrs in credit guarantees,4,6675
10 mln dlrs,is in,credit guarantees,4,6676
USDA Commodity Credit Corporation,cover,purchases of U,4,6677
USDA Commodity Credit Corporation,has switched,10 mln dlrs,4,6678
CCC,is at,CREDITS,4,6679
HONDURAS VESSELS,will tender at_time,April 2,4,6683
HONDURAS SEEKING VESSELS,will tender at_time,April 2,4,6684
Honduras,tender,U,4,6685
PRICES,BASED,FUTURES,7,6687
EGYPT TENDERS THURSDAY,will tender at_time,Thursday,4,6688
tonnes,tender,optional,4,6689
tonnes,tender,origin,4,6690
tonnes,tender,corn,4,6691
STANDARD OIL,RAISES,ALASKA NORTH SLOPE,0,6692
GRAIN REPORTS,IMPROVE,U,4,6693
GRAIN,IMPROVE,REPORTS,4,6694
DANISH RESERVES,RISE IN,FEBRUARY Denmark 's official reserves,2,6695
RESERVES,RISE rose IN,FEBRUARY Denmark 's official reserves,2,6696
DANISH RESERVES,RISE IN,FEBRUARY Denmark 's net official reserves,2,6697
RESERVES,RISE rose IN,FEBRUARY Denmark 's net official reserves,2,6698
RESERVES,RISE IN,FEBRUARY Denmark 's official reserves,2,6699
DANISH RESERVES,RISE rose IN,FEBRUARY Denmark 's net official reserves,2,6700
DANISH RESERVES,RISE rose IN,FEBRUARY Denmark 's official reserves,2,6701
RESERVES,RISE IN,FEBRUARY Denmark 's net official reserves,2,6702
RESERVES,is,DANISH,2,6703
ECONOMIC SPOTLIGHT CHINA,MUST PRESERVE,FARMLAND,4,6704
SPOTLIGHT CHINA,MUST PRESERVE,FARMLAND,4,6705
SPOTLIGHT CHINA,MUST PRESERVE FARMLAND,we go,4,6706
SPOTLIGHT CHINA,MUST PRESERVE FARMLAND,If we go,4,6707
ECONOMIC SPOTLIGHT CHINA,MUST PRESERVE FARMLAND,If we go,4,6708
we,have done since,1980,4,6709
none,grow,grain,4,6710
none,will,will left,4,6711
none,will,will left in 20 years,4,6712
ECONOMIC SPOTLIGHT CHINA,MUST PRESERVE FARMLAND,we go,4,6713
SPOTLIGHT,is,ECONOMIC,4,6714
FARMLAND,go,farmland,4,6715
storage facilities,are,poor,4,6716
province,has,vice-governor,4,6717
enough state investment,is in,grain,4,6718
TAIWAN 'S SECOND QUARTER IMPORTS SEEN,are,expected,2,6719
TAIWAN 'S SECOND QUARTER IMPORTS SEEN,are expected,to rise,2,6720
TAIWAN 'S SECOND QUARTER IMPORTS SEEN,are expected,rise to 7,2,6721
Taiwan,has,imports,2,6722
TAIWAN 'S SECOND QUARTER IMPORTS SEEN,rise to,7,2,6723
TAIWAN 'S SECOND QUARTER IMPORTS SEEN,are expected,to rise to 7,2,6724
213-1/2 cents,is in,March,7,6725
MALAYSIA CUTS,GAZETTED,RUBBER PRICE Malaysia,7,6726
Malaysia,said,effective,7,6727
Malaysia,said,price,7,6728
German interest rates,protect mark from,further appreciation,2,6729
further steps,reduce,interest rates,2,6730
interest rates,protect mark from,further appreciation,2,6731
German interest rates,protect mark from,appreciation,2,6732
steps,reduce,interest rates,2,6733
investors,bring lower,term yields,2,6734
German interest rates,persuade,investors,2,6735
further steps,reduce,German interest rates,2,6736
interest rates,persuade,investors,2,6737
