subject,relation,object,new_topic,old_index
Newcastle line,is closing in on,signing Chelsea defender Celestine Babayaro,6,10902
Newcastle,is at,line,6,10903
line,is,manager,6,10904
Wales coach Mike Ruddock,paid tribute to,his Wales side,2,10905
Wales coach elated Mike Ruddock,paid,tribute,2,10906
Wales coach elated Mike Ruddock,paid tribute,they came from 15 6,2,10907
they,beat France in,Six Nations,2,10908
they,beat,France,2,10909
they,came from,15 6,2,10910
Wales coach elated Mike Ruddock,paid tribute,after they came from 15 6,2,10911
Wales coach elated Mike Ruddock,paid tribute,after they came,2,10912
Wales coach Mike Ruddock,paid,tribute,2,10913
Wales coach Mike Ruddock,paid tribute,they came from 15 6,2,10914
Wales coach Mike Ruddock,paid tribute,they came,2,10915
Wales coach Mike Ruddock,paid tribute,after they came,2,10916
Wales coach Mike Ruddock,paid tribute,after they came from 15 6,2,10917
Wales coach elated Mike Ruddock,paid tribute,they came,2,10918
Wales coach elated Mike Ruddock,paid tribute to,his Wales side,2,10919
Rusedski Tim Henman,saved,match point,2,10920
Rusedski Tim Henman,saved match point before,fighting,2,10921
Rusedski Tim Henman,saved match point before,fighting back,2,10922
rival Rusedski Tim Henman,saved match point before,fighting back,2,10923
rival Rusedski Tim Henman,saved match point before,fighting,2,10924
rival Rusedski Tim Henman,saved,match point,2,10925
Tim,saved,match,2,10926
Tim,saved,point,2,10927
Tim,saved,British,2,10928
Tim,saved,Championships,2,10929
setback,is in,her recovery,2,10930
British triple jumper Ashia Hansen,ruled out comeback at_time,year,2,10931
jumper Ashia Hansen,ruled out comeback at_time,year,2,10932
British jumper Ashia Hansen,ruled out comeback at_time,year,2,10933
triple jumper Ashia Hansen,ruled out comeback at_time,year,2,10934
Wilkinson,face,Edinburgh England captain Jonny Wilkinson,1,10935
Wilkinson fit,will make,his awaited return from injury against Edinburgh,1,10936
Wilkinson fit,will make,his return,1,10937
Wilkinson fit,will make,his awaited return from injury,1,10938
Wilkinson fit,will make,his return from injury against Edinburgh,1,10939
Wilkinson fit,will make,his return against Edinburgh,1,10940
Wilkinson fit,will make,his awaited return against Edinburgh,1,10941
Wilkinson fit,will make,his awaited return,1,10942
Wilkinson fit,will make,his return from injury,1,10943
Saturday,face,captain,1,10944
Saturday,face,long,1,10945
Saturday,face,return,1,10946
Saturday,face,injury,1,10947
Holmes,is hit by,injury Kelly Holmes,2,10948
Holmes,is hit by,hamstring injury Kelly Holmes,2,10949
it,will allow,to played,6,10950
it,will allow,to played from start,6,10951
European matches,be played on,artificial pitches,6,10952
it,will allow,to played from start of next season,6,10953
European matches,be,played on artificial pitches from start,6,10954
European matches,be,played on artificial pitches from start of season,6,10955
matches,be,played on artificial pitches from start,6,10956
European matches,be played from,start of season,6,10957
it,will allow,played on artificial pitches from start,6,10958
it,will allow,played from start of season,6,10959
it,will allow,played on artificial pitches,6,10960
matches,be played from,start of next season,6,10961
European matches,be,played on artificial pitches from start of next season,6,10962
Uefa,approves,fake grass Uefa,6,10963
European matches,be played from,start,6,10964
matches,be played from,start of season,6,10965
it,will allow,to played on artificial pitches from start of season,6,10966
matches,be,played on artificial pitches from start of season,6,10967
it,will allow,played from start,6,10968
it,will allow,played,6,10969
it,will allow,matches,6,10970
matches,be played from,start,6,10971
it,will allow,European matches,6,10972
matches,be played on,artificial pitches,6,10973
it,will allow,to played on artificial pitches,6,10974
it,will allow,played from start of next season,6,10975
it,will allow,played on artificial pitches from start of season,6,10976
matches,be,played,6,10977
matches,be,played on artificial pitches from start of next season,6,10978
it,will allow,to played on artificial pitches from start of next season,6,10979
it,will allow,to played on artificial pitches from start,6,10980
European matches,be played from,start of next season,6,10981
it,will allow,to played from start of season,6,10982
it,will allow,played on artificial pitches from start of next season,6,10983
European matches,be,played,6,10984
contract,stay at,club,6,10986
contract,stay until,May 2008,6,10987
Wenger signs deal Arsenal manager Arsene Wenger,has signed,contract,6,10988
Wenger signs deal Arsenal manager Arsene Wenger,has signed,new contract,6,10989
new contract,stay until,May 2008,6,10990
Wenger signs deal manager Arsene Wenger,has signed,new contract,6,10991
Wenger signs new deal Arsenal manager Arsene Wenger,has signed,contract,6,10992
new contract,stay at,club,6,10993
Wenger signs new deal Arsenal manager Arsene Wenger,has signed,new contract,6,10994
Wenger signs new deal manager Arsene Wenger,has signed,new contract,6,10995
Wenger signs new deal manager Arsene Wenger,has signed,contract,6,10996
Wenger signs deal manager Arsene Wenger,has signed,contract,6,10997
Curbishley delight,paid,tribute,6,10998
Curbishley delight,paid tribute after,beating Norwich,6,10999
Curbishley delight,paid tribute to,two goal striker Jonatan Johansson,6,11000
Curbishley delight,paid tribute after,Norwich,6,11001
new order,is in,northern hemisphere rugby,1,11002
Six Nations,heralded order at_time,year,1,11003
Harinordoquy,suffers,has dropped on 12 March,1,11005
Harinordoquy,suffers,has dropped for Six Nations match on 12 March,1,11006
France,been,dropped from France 's squad for Six Nations match,1,11007
Harinordoquy,suffers,has dropped from France 's squad for Six Nations match on 12 March,1,11008
France,been,dropped from France 's squad for Six Nations match with Ireland in Dublin,1,11009
Harinordoquy,suffers,has dropped from France 's squad for Six Nations match,1,11010
France,been,dropped for Six Nations match with Ireland on 12 March,1,11011
France,been,dropped from France 's squad for Six Nations match with Ireland on 12 March,1,11012
France,been,dropped from France 's squad for Six Nations match in Dublin on 12 March,1,11013
Harinordoquy,suffers,has dropped for Six Nations match,1,11014
France,been,dropped for Six Nations match in Dublin,1,11015
France,been,dropped for Six Nations match in Dublin on 12 March,1,11016
France,been,dropped from France 's squad on 12 March,1,11017
France,been,dropped for Six Nations match,1,11018
Harinordoquy,suffers,has dropped for Six Nations match in Dublin on 12 March,1,11019
Six Nations match,is in,Dublin,1,11020
France,been,dropped from France 's squad,1,11021
Harinordoquy,suffers,has dropped from France 's squad for Six Nations match in Dublin on 12 March,1,11022
France,been,dropped from France 's squad for Six Nations match in Dublin,1,11023
France,been,dropped on 12 March,1,11024
Six Nations match,is with,Ireland,1,11025
Harinordoquy,suffers,has dropped from France 's squad for Six Nations match with Ireland in Dublin,1,11026
France,been,dropped,1,11027
France,been,dropped for Six Nations match with Ireland,1,11028
Harinordoquy,suffers,has dropped for Six Nations match with Ireland in Dublin,1,11029
Harinordoquy,suffers,has dropped for Six Nations match with Ireland in Dublin on 12 March,1,11030
France,been,dropped from France 's squad for Six Nations match with Ireland in Dublin on 12 March,1,11031
Harinordoquy,suffers,has dropped,1,11032
Harinordoquy,suffers,has dropped from France 's squad on 12 March,1,11033
France,been,dropped for Six Nations match with Ireland in Dublin,1,11034
France,been,dropped for Six Nations match on 12 March,1,11035
Harinordoquy,suffers,has dropped from France 's squad for Six Nations match with Ireland,1,11036
France,been,dropped for Six Nations match with Ireland in Dublin on 12 March,1,11037
Harinordoquy,suffers,has dropped from France 's squad for Six Nations match with Ireland on 12 March,1,11038
Harinordoquy,suffers,has dropped for Six Nations match with Ireland,1,11039
Harinordoquy,suffers,has dropped for Six Nations match in Dublin,1,11040
Harinordoquy,suffers,has dropped for Six Nations match with Ireland on 12 March,1,11041
Harinordoquy,suffers,has dropped from France 's squad for Six Nations match with Ireland in Dublin on 12 March,1,11042
Harinordoquy,suffers,has dropped from France 's squad,1,11043
France,been,dropped from France 's squad for Six Nations match with Ireland,1,11044
Harinordoquy,suffers,has dropped from France 's squad for Six Nations match in Dublin,1,11045
France,been,dropped from France 's squad for Six Nations match on 12 March,1,11046
Open 13,is in,Marseille,2,11047
Open 13,is with,rib injury,2,11048
Greg,was,rib,2,11049
Greg,was,injury,2,11050
Hewitt,falls to,Dent,2,11051
Australian Hardcourt Championships,is in,Adelaide,2,11052
Hewitt,falls in,Adelaide Lleyton Hewitt,2,11053
Lleyton,suffered,shock,2,11054
Lleyton,suffered,defeat,2,11055
Lleyton,suffered,Australian,2,11056
Lleyton,suffered,quarter,2,11057
races,is in,Britain,2,11058
Holmes,starts at_time,2005,2,11059
Kelly,start,series,2,11060
Blues,slam,Blackburn,6,11061
Blackburn,made,bid for Robbie Savage,6,11062
Blues,slam Blackburn over,Savage Birmingham,6,11063
Blackburn,made,bid,6,11064
Blues,is at,Blackburn,6,11065
Birmingham,have,bid,6,11066
Birmingham,have,derisory,6,11067
Birmingham,have,director,6,11068
London,hope over,Chepkemei London Marathon organisers,2,11069
athlete Susan Chepkemei,take part in,year 's race,2,11070
athlete Susan Chepkemei,take,part,2,11071
banned athlete Susan Chepkemei,take,part,2,11072
banned athlete Susan Chepkemei,take part on,17 April,2,11073
banned athlete Susan Chepkemei,take part in,year 's race,2,11074
athlete Susan Chepkemei,take part on,17 April,2,11075
organisers,are,athlete,2,11076
talks,is with,Martin O'Neill,6,11077
Juninho,is at,demand,6,11078
Ireland,call up,uncapped Campbell Ulster scrum half Kieran Campbell,1,11079
Ireland,call up,Campbell Ulster scrum half Kieran Campbell,1,11080
Kieran,is,players,1,11081
Moya,suffers,shock loss Fifth seed Carlos Moya,2,11083
Moya,suffers,shock loss seed Carlos Moya,2,11084
Athletics,is,Irish,2,11085
athletics,be,years,2,11086
athletics,be,great,2,11087
Wenger,rules out,keeper Arsenal boss Arsene Wenger,6,11088
Wenger,rules out,new keeper Arsenal boss Arsene Wenger,6,11089
Arsene,says,plans,6,11090
Scotland,end,their campaign,1,11091
Italy,has,Scotland,1,11092
Italy,is at,Scotland,1,11093
BBC1,saw,Live,1,11094
BBC1,saw,website,1,11095
BBC1,saw,Victory,1,11096
BBC1,saw,last,1,11097
BBC1,saw,year,1,11098
USA Track,has,top honour,2,11099
Chelsea win Cheslea,salvaged win,it looked,6,11100
it,looked,Premiership leaders would have,6,11101
Chelsea win Cheslea,salvaged,win against Portsmouth side,6,11102
Chelsea win Cheslea,salvaged win,as it looked,6,11103
Chelsea win Cheslea,salvaged win,just as it looked,6,11104
Chelsea win Cheslea,salvaged win,just it looked,6,11105
Chelsea win Cheslea,salvaged,win against battling Portsmouth side,6,11106
Chelsea win Cheslea,salvaged,win,6,11107
it,looked,like Premiership leaders would have,6,11108
Cheslea,salvaged,side,6,11109
country,call,Four athletes,2,11110
cross country,call,Four athletes,2,11111
country,call,Four British athletes,2,11112
cross country,call,Four British athletes,2,11113
Carlos Moya,has chosen,not help,2,11114
Moya,sidesteps,Davis Cup,2,11115
Carlos Moya,has chosen,not to help,2,11116
Moya,sidesteps Davis Cup in,2005,2,11117
they,won in,November,2,11118
Carlos Moya,has chosen,to help,2,11119
Spain,try,Davis Cup crown,2,11120
they,won in,Seville,2,11121
Carlos,has,crown,2,11122
Britain 's Kelly Holmes,marked,her appearance,2,11123
Britain,has,Kelly Holmes,2,11124
winning double Olympic gold,is with,1500m victory at Norwich Union International,2,11125
Britain 's Kelly Holmes,marked,her first appearance,2,11126
Britain 's Kelly Holmes,marked,her first appearance on home soil,2,11127
Britain 's Kelly Holmes,marked,her appearance on home soil,2,11128
Mirza shocks Kuznetsova Sania Mirza,continued,her remarkable rise with victory,2,11129
Mirza shocks Kuznetsova Sania Mirza,continued,her rise with victory,2,11130
Mirza shocks Kuznetsova Sania Mirza,continued,her remarkable rise,2,11131
Mirza shocks Kuznetsova Sania Mirza,continued,her remarkable rise with victory over US champion Svetlana Kuznetsova,2,11132
Mirza shocks Kuznetsova Sania Mirza,continued,her rise with victory at Dubai Championships,2,11133
Mirza shocks Kuznetsova Sania Mirza,continued,her remarkable rise with victory over US Open champion Svetlana Kuznetsova at Dubai Championships on Tuesday,2,11134
Mirza shocks Kuznetsova Sania Mirza,continued,her rise with victory over US champion Svetlana Kuznetsova at Dubai Championships,2,11135
Mirza shocks Kuznetsova Sania Mirza,continued,her rise with victory at Dubai Championships on Tuesday,2,11136
Mirza shocks Kuznetsova Sania Mirza,continued,her remarkable rise with victory over US champion Svetlana Kuznetsova at Dubai Championships,2,11137
Mirza shocks Kuznetsova Sania Mirza,continued,her rise with victory over US champion Svetlana Kuznetsova,2,11138
Mirza shocks Kuznetsova Sania Mirza,continued,her rise,2,11139
Mirza shocks Kuznetsova Sania Mirza,continued,her rise with victory over US Open champion Svetlana Kuznetsova at Dubai Championships,2,11140
Mirza shocks Kuznetsova Sania Mirza,continued,her remarkable rise with victory over US Open champion Svetlana Kuznetsova,2,11141
Mirza shocks Kuznetsova Sania Mirza,continued,her rise with victory over US Open champion Svetlana Kuznetsova at Dubai Championships on Tuesday,2,11142
her remarkable rise,is with,victory over US Open champion Svetlana Kuznetsova at Dubai Championships on Tuesday,2,11143
Mirza shocks Kuznetsova Sania Mirza,continued,her remarkable rise with victory at Dubai Championships on Tuesday,2,11144
Mirza shocks Kuznetsova Sania Mirza,continued,her rise with victory over US Open champion Svetlana Kuznetsova,2,11145
